,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
936,H,0.7777777777777778,1.7222222222222223,L,L,L,L,L,L,-0.8333333333333334,0.5555555555555556,0.16666666666666666,15.0
937,NH,1.5,1.9444444444444444,W,D,W,L,W,L,0.0,0.9444444444444444,-0.1111111111111111,8.0
938,NH,0.7777777777777778,0.9444444444444444,L,D,L,L,L,L,-0.7222222222222222,-0.2777777777777778,0.1111111111111111,11.0
939,H,1.9444444444444444,1.3888888888888888,L,W,L,D,L,W,0.9444444444444444,0.3333333333333333,0.1111111111111111,-11.0
940,NH,1.2105263157894737,1.263157894736842,W,L,D,D,W,W,-0.21052631578947367,-0.10526315789473684,-0.2631578947368421,4.0
941,H,1.7894736842105263,1.1578947368421053,D,W,W,W,L,L,0.8947368421052632,-0.05263157894736842,0.21052631578947367,-2.0
942,NH,1.0526315789473684,1.4210526315789473,W,L,L,D,W,W,-0.10526315789473684,0.15789473684210525,-0.3684210526315789,-6.0
943,H,1.6842105263157894,1.1578947368421053,W,D,W,L,W,L,0.2631578947368421,-0.05263157894736842,0.15789473684210525,-9.0
944,NH,0.7894736842105263,0.8947368421052632,L,L,W,W,L,L,-0.7368421052631579,-0.7368421052631579,0.0,1.0
945,NH,0.6842105263157895,0.7894736842105263,L,D,L,D,L,D,-0.8947368421052632,-0.6842105263157895,-0.05263157894736842,-9.0
946,H,1.263157894736842,1.8421052631578947,L,D,W,W,W,W,0.10526315789473684,0.6842105263157895,-0.47368421052631576,7.0
947,NH,1.631578947368421,1.6842105263157894,L,L,L,W,L,L,0.47368421052631576,0.05263157894736842,-0.42105263157894735,-13.0
948,NH,1.263157894736842,1.4736842105263157,D,W,W,D,W,D,-0.15789473684210525,0.0,-0.05263157894736842,9.0
949,NH,1.2105263157894737,1.6842105263157894,W,L,D,W,L,L,-0.21052631578947367,0.05263157894736842,-0.05263157894736842,3.0
950,H,0.9,1.6,W,D,L,L,W,D,-0.6,0.2,-0.25,12.0
951,NH,1.85,1.4,W,D,W,D,D,W,0.95,0.15,0.0,-5.0
952,NH,1.6,1.35,D,L,L,W,L,D,0.45,0.15,-0.3,-8.0
953,H,1.2,1.1,L,D,W,L,W,L,-0.2,-0.15,0.05,10.0
954,H,1.3,1.75,L,D,D,L,W,W,0.2,0.6,-0.35,9.0
955,NH,0.9,1.05,D,W,L,D,W,L,-0.7,-0.1,0.0,12.0
956,NH,1.55,1.25,W,D,W,D,D,W,0.05,-0.1,0.0,-5.0
957,NH,0.8,1.95,D,L,L,W,D,L,-0.7,0.95,-0.15,17.0
958,NH,0.7,1.1,D,L,D,L,L,W,-0.85,-0.15,-0.2,-6.0
959,H,1.1,1.3,L,W,L,L,D,D,-0.15,0.2,0.05,-4.0
960,NH,1.3333333333333333,0.7142857142857143,D,W,L,D,D,L,0.14285714285714285,-0.8095238095238095,0.23809523809523808,3.0
961,H,1.2380952380952381,0.7619047619047619,D,D,D,L,D,L,-0.09523809523809523,-0.7142857142857143,0.23809523809523808,-4.0
962,NH,1.619047619047619,0.9047619047619048,D,D,W,D,W,D,0.047619047619047616,-0.5714285714285714,-0.047619047619047616,-1.0
963,NH,1.0952380952380953,1.2857142857142858,D,L,L,W,L,D,-0.14285714285714285,-0.09523809523809523,-0.2857142857142857,-5.0
964,H,1.1428571428571428,1.8095238095238095,W,D,W,D,W,D,-0.047619047619047616,0.9047619047619048,-0.19047619047619047,-1.0
965,H,1.6666666666666667,1.1904761904761905,L,L,W,D,D,W,0.47619047619047616,-0.19047619047619047,0.14285714285714285,-15.0
966,H,1.380952380952381,0.8571428571428571,D,D,D,L,D,W,0.14285714285714285,-0.7142857142857143,0.23809523809523808,-6.0
967,NH,2.0,1.5714285714285714,W,W,D,D,D,L,0.9523809523809523,0.42857142857142855,0.38095238095238093,-1.0
968,H,1.6666666666666667,1.5238095238095237,W,L,W,D,W,D,0.23809523809523808,0.047619047619047616,0.047619047619047616,-5.0
969,H,2.0,1.8095238095238095,W,W,D,D,W,D,0.9523809523809523,0.9047619047619048,-0.047619047619047616,-5.0
970,H,1.1363636363636365,0.8636363636363636,W,L,L,L,D,W,-0.18181818181818182,-0.6363636363636364,0.045454545454545456,-8.0
971,H,1.3181818181818181,1.3181818181818181,D,D,W,L,W,L,0.13636363636363635,0.22727272727272727,0.045454545454545456,-2.0
972,NH,1.5909090909090908,1.3636363636363635,D,D,D,W,W,L,0.045454545454545456,-0.045454545454545456,-0.18181818181818182,-3.0
973,H,1.2272727272727273,1.1363636363636365,W,W,D,L,D,D,0.045454545454545456,-0.2727272727272727,0.22727272727272727,-13.0
974,H,1.7272727272727273,0.8181818181818182,W,L,L,L,L,D,0.5454545454545454,-0.7272727272727273,0.22727272727272727,-14.0
975,H,1.7272727272727273,1.5454545454545454,W,W,L,D,D,D,0.2727272727272727,0.4090909090909091,0.3181818181818182,2.0
976,H,1.4545454545454546,1.4545454545454546,W,D,D,L,D,W,0.18181818181818182,0.0,0.045454545454545456,2.0
977,NH,0.8636363636363636,1.0454545454545454,L,D,W,L,D,L,-0.6363636363636364,-0.18181818181818182,0.045454545454545456,3.0
978,H,1.7272727272727273,1.3181818181818181,L,D,W,W,D,D,0.7727272727272727,-0.045454545454545456,-0.045454545454545456,-8.0
979,NH,1.5454545454545454,1.1363636363636365,D,D,D,W,L,L,0.4090909090909091,-0.18181818181818182,-0.13636363636363635,-6.0
980,H,1.3478260869565217,1.3043478260869565,D,W,W,W,W,W,-0.043478260869565216,0.13043478260869565,-0.21739130434782608,13.0
981,NH,1.2608695652173914,1.5217391304347827,L,L,W,W,W,D,0.17391304347826086,0.21739130434782608,-0.21739130434782608,1.0
982,NH,0.782608695652174,1.391304347826087,L,L,L,W,D,D,-0.7391304347826086,0.17391304347826086,-0.17391304347826086,7.0
983,NH,0.6956521739130435,1.7826086956521738,L,L,L,W,W,L,-0.782608695652174,0.5652173913043478,-0.34782608695652173,15.0
984,NH,0.7391304347826086,1.6956521739130435,D,D,D,D,W,W,-0.7391304347826086,0.2608695652173913,-0.2608695652173913,3.0
985,NH,1.0869565217391304,2.0,L,L,D,W,D,W,-0.34782608695652173,0.9130434782608695,-0.2608695652173913,17.0
986,H,1.391304347826087,1.565217391304348,L,L,D,D,D,D,-0.043478260869565216,0.043478260869565216,-0.08695652173913043,-6.0
987,NH,1.2173913043478262,1.391304347826087,W,W,L,L,L,D,-0.08695652173913043,-0.043478260869565216,0.17391304347826086,-1.0
988,NH,1.391304347826087,1.0869565217391304,W,D,D,L,L,D,0.17391304347826086,-0.34782608695652173,0.13043478260869565,-8.0
989,NH,1.2608695652173914,0.8695652173913043,L,W,D,D,L,D,-0.17391304347826086,-0.6086956521739131,0.0,-2.0
990,H,1.5,0.7916666666666666,L,D,D,D,L,L,0.0,-0.7083333333333334,0.08333333333333333,-2.0
991,NH,1.25,0.7083333333333334,L,W,W,D,L,L,0.08333333333333333,-0.75,0.3333333333333333,-13.0
992,H,1.8333333333333333,1.7083333333333333,W,W,W,W,L,L,0.625,0.7916666666666666,0.08333333333333333,-3.0
993,H,1.75,1.4166666666666667,W,D,W,W,D,W,0.3333333333333333,0.0,0.0,-14.0
994,NH,1.5,1.4583333333333333,D,W,W,D,L,D,0.20833333333333334,0.3333333333333333,0.20833333333333334,9.0
995,H,2.0416666666666665,0.7083333333333334,W,W,D,L,D,D,1.0416666666666667,-0.7916666666666666,0.375,-6.0
996,H,1.125,1.25,W,D,L,D,L,L,-0.125,0.16666666666666666,0.041666666666666664,1.0
997,H,1.25,0.7083333333333334,D,L,W,L,D,D,-0.16666666666666666,-0.7916666666666666,0.08333333333333333,7.0
998,H,1.75,0.875,W,D,W,D,D,L,0.3333333333333333,-0.5833333333333334,0.16666666666666666,-12.0
999,NH,0.875,1.5,D,D,L,L,D,D,-0.5833333333333334,0.0,0.08333333333333333,1.0
1000,H,1.64,1.24,L,W,L,D,L,W,0.72,0.08,-0.24,1.0
1001,NH,1.2,1.16,L,D,L,L,D,W,0.12,-0.12,-0.12,4.0
1002,NH,0.76,1.44,L,D,L,L,D,W,-0.72,0.16,-0.28,6.0
1003,NH,1.52,2.08,W,D,L,W,W,W,0.36,1.08,-0.28,1.0
1004,H,1.36,1.08,L,W,D,L,W,D,-0.08,-0.24,0.2,5.0
1005,NH,1.52,1.8,W,W,L,W,W,D,0.04,0.36,-0.24,5.0
1006,NH,0.68,1.32,L,D,L,W,D,L,-0.76,-0.08,-0.28,4.0
1007,H,0.68,1.36,L,L,D,D,D,W,-0.84,0.16,-0.16,-3.0
1008,H,2.08,1.08,W,W,W,L,W,D,1.08,-0.24,0.32,-12.0
1009,H,0.84,1.04,L,D,D,D,L,L,-0.6,-0.48,0.04,-2.0
1010,NH,1.6923076923076923,1.4615384615384615,W,L,W,L,W,W,0.7307692307692307,0.0,0.0,-3.0
1011,H,1.6153846153846154,1.1923076923076923,W,W,L,L,D,L,0.07692307692307693,0.038461538461538464,0.038461538461538464,10.0
1012,NH,1.4230769230769231,0.7692307692307693,W,L,W,W,L,D,0.038461538461538464,-0.6923076923076923,0.23076923076923078,0.0
1013,NH,1.5,1.9230769230769231,W,L,D,W,W,W,0.19230769230769232,0.6923076923076923,-0.19230769230769232,8.0
1014,NH,0.7307692307692307,1.3846153846153846,L,L,D,W,W,D,-0.7307692307692307,-0.038461538461538464,-0.34615384615384615,3.0
1015,H,1.2307692307692308,1.3076923076923077,W,L,D,L,D,D,0.0,0.11538461538461539,0.15384615384615385,-2.0
1016,NH,0.7692307692307693,1.5,W,L,L,D,W,D,-0.7692307692307693,0.34615384615384615,-0.038461538461538464,5.0
1017,NH,1.0,1.9230769230769231,L,D,L,W,W,W,-0.5384615384615384,0.6923076923076923,-0.5384615384615384,15.0
1018,NH,1.0,1.6923076923076923,L,D,L,W,L,W,-0.5384615384615384,0.7307692307692307,-0.19230769230769232,12.0
1019,H,1.3076923076923077,1.5,L,D,D,W,L,D,0.11538461538461539,0.19230769230769232,-0.15384615384615385,-1.0
1020,H,1.4444444444444444,1.6666666666666667,W,W,W,W,W,W,0.037037037037037035,0.14814814814814814,0.0,-1.0
1021,H,1.1111111111111112,1.2962962962962963,W,L,L,W,W,L,-0.2222222222222222,0.1111111111111111,-0.1111111111111111,5.0
1022,H,1.1481481481481481,0.7407407407407407,L,L,D,L,W,L,-0.037037037037037035,-0.8518518518518519,0.0,-2.0
1023,NH,1.5555555555555556,1.1481481481481481,W,D,W,D,L,L,0.4444444444444444,0.0,0.2222222222222222,-10.0
1024,H,1.4444444444444444,0.7037037037037037,D,L,W,L,L,L,0.0,-0.7777777777777778,0.2222222222222222,-8.0
1025,NH,0.7777777777777778,0.8888888888888888,D,W,L,W,L,L,-0.6666666666666666,-0.5185185185185185,0.0,2.0
1026,NH,1.962962962962963,1.3703703703703705,W,W,W,L,W,L,0.7037037037037037,0.0,0.2962962962962963,-15.0
1027,NH,1.8148148148148149,2.074074074074074,D,W,W,W,D,W,0.37037037037037035,1.037037037037037,-0.07407407407407407,3.0
1028,H,1.1111111111111112,0.7777777777777778,W,L,L,D,W,L,-0.2222222222222222,-0.6666666666666666,0.07407407407407407,-5.0
1029,NH,0.8888888888888888,1.962962962962963,W,L,L,W,W,W,-0.5185185185185185,0.7037037037037037,-0.37037037037037035,13.0
1030,H,1.5,1.25,W,W,W,L,W,W,0.07142857142857142,0.07142857142857142,0.21428571428571427,6.0
1031,NH,1.7142857142857142,1.3214285714285714,W,D,W,W,L,L,0.75,0.03571428571428571,0.17857142857142858,-4.0
1032,H,1.6071428571428572,1.3928571428571428,L,W,W,L,L,W,0.10714285714285714,0.07142857142857142,0.17857142857142858,4.0
1033,NH,1.2142857142857142,1.8571428571428572,W,L,L,W,D,W,0.0,0.4642857142857143,-0.32142857142857145,1.0
1034,NH,1.3571428571428572,2.0357142857142856,D,L,W,D,W,D,0.0,1.0,-0.14285714285714285,17.0
1035,NH,0.6785714285714286,1.2142857142857142,L,L,L,W,D,L,-0.8571428571428571,0.07142857142857142,-0.14285714285714285,5.0
1036,H,0.9285714285714286,1.5357142857142858,L,L,L,D,W,D,-0.6071428571428571,0.42857142857142855,-0.2857142857142857,16.0
1037,NH,0.75,0.7142857142857143,L,D,W,L,L,W,-0.75,-0.8571428571428571,0.07142857142857142,11.0
1038,NH,1.5,1.1785714285714286,W,D,L,W,W,L,0.10714285714285714,-0.10714285714285714,0.03571428571428571,-4.0
1039,H,1.3214285714285714,1.3571428571428572,W,L,L,D,L,W,0.03571428571428571,0.0,-0.07142857142857142,-8.0
1040,H,1.1724137931034482,0.6551724137931034,D,W,W,L,L,L,-0.10344827586206896,-0.896551724137931,0.2413793103448276,-4.0
1041,NH,1.206896551724138,1.6551724137931034,D,W,D,W,L,W,0.06896551724137931,0.13793103448275862,-0.2413793103448276,-3.0
1042,H,1.896551724137931,1.6551724137931034,W,W,D,L,W,D,0.4827586206896552,0.6896551724137931,0.20689655172413793,-2.0
1043,H,1.3448275862068966,0.7241379310344828,L,L,L,L,L,D,0.034482758620689655,-0.7586206896551724,-0.034482758620689655,-7.0
1044,H,0.7931034482758621,1.4827586206896552,W,L,L,D,W,D,-0.7931034482758621,0.10344827586206896,-0.06896551724137931,-2.0
1045,H,2.0689655172413794,1.5517241379310345,W,D,W,W,W,W,1.103448275862069,0.1724137931034483,-0.13793103448275862,-13.0
1046,NH,1.206896551724138,1.0,L,L,W,W,L,L,-0.034482758620689655,-0.5517241379310345,0.06896551724137931,-10.0
1047,H,1.896551724137931,1.1724137931034482,D,D,W,L,W,L,0.6551724137931034,-0.10344827586206896,0.2413793103448276,-2.0
1048,H,1.206896551724138,1.896551724137931,D,W,D,W,W,D,0.06896551724137931,0.4827586206896552,-0.27586206896551724,8.0
1049,H,1.4827586206896552,0.896551724137931,L,D,W,D,D,W,0.3793103448275862,-0.4827586206896552,0.10344827586206896,-14.0
1050,NH,1.1666666666666667,1.9333333333333333,L,L,L,W,D,D,-0.1,0.6666666666666666,-0.16666666666666666,5.0
1051,H,1.4333333333333333,2.1,W,W,W,W,W,D,0.1,1.1333333333333333,-0.06666666666666667,9.0
1052,NH,1.5,1.8333333333333333,L,W,W,L,W,W,0.1,0.43333333333333335,0.06666666666666667,10.0
1053,NH,1.6333333333333333,0.8666666666666667,D,W,L,W,W,L,0.13333333333333333,-0.7,0.03333333333333333,8.0
1054,NH,1.2333333333333334,1.4,W,D,W,W,L,L,-0.06666666666666667,0.06666666666666667,0.13333333333333333,2.0
1055,NH,1.1333333333333333,1.2666666666666666,L,L,W,W,D,W,-0.13333333333333333,0.1,-0.16666666666666666,-7.0
1056,NH,0.6333333333333333,0.8666666666666667,L,L,L,L,D,D,-0.9,-0.5333333333333333,-0.16666666666666666,1.0
1057,H,1.2666666666666666,1.0666666666666667,L,L,D,W,W,L,-0.16666666666666666,-0.4666666666666667,-0.06666666666666667,0.0
1058,NH,1.4333333333333333,1.5333333333333334,L,D,W,W,L,D,0.03333333333333333,0.43333333333333335,-0.1,7.0
1059,NH,0.7,1.6,L,L,L,L,L,W,-0.7666666666666667,0.6333333333333333,-0.1,12.0
1060,H,1.032258064516129,0.6774193548387096,L,W,W,L,L,L,-0.4838709677419355,-0.8064516129032258,0.16129032258064516,0.0
1061,H,1.6451612903225807,1.3225806451612903,W,L,L,W,L,L,0.6774193548387096,-0.12903225806451613,0.0967741935483871,-12.0
1062,H,1.967741935483871,1.2258064516129032,W,W,D,D,W,D,0.6774193548387096,-0.06451612903225806,0.0,-10.0
1063,NH,1.3225806451612903,1.4516129032258065,W,W,D,L,L,W,0.12903225806451613,0.03225806451612903,0.06451612903225806,-2.0
1064,H,1.8709677419354838,1.4838709677419355,W,L,W,W,W,W,0.4838709677419355,0.16129032258064516,-0.06451612903225806,-6.0
1065,NH,1.3870967741935485,1.1290322580645162,D,W,L,L,L,L,0.06451612903225806,-0.12903225806451613,0.03225806451612903,3.0
1066,H,0.8709677419354839,0.6129032258064516,D,W,W,L,L,L,-0.6774193548387096,-0.9354838709677419,0.22580645161290322,-10.0
1067,H,2.032258064516129,1.6129032258064515,L,W,W,D,D,W,1.032258064516129,0.12903225806451613,0.06451612903225806,-14.0
1068,H,1.5806451612903225,1.096774193548387,W,W,L,L,L,L,0.45161290322580644,-0.16129032258064516,0.22580645161290322,-3.0
1069,H,0.9354838709677419,1.3870967741935485,W,L,D,L,L,D,-0.45161290322580644,0.0,0.0967741935483871,7.0
1070,NH,1.125,2.0625,D,L,L,W,L,W,-0.125,1.03125,-0.28125,7.0
1071,H,1.0,1.28125,W,W,L,L,W,L,-0.40625,-0.28125,0.125,-2.0
1072,NH,1.4375,1.0625,D,L,L,L,L,L,0.03125,-0.21875,0.125,9.0
1073,H,2.0,1.625,W,W,W,W,W,W,0.75,0.5,0.03125,1.0
1074,H,1.3125,0.65625,D,W,W,L,L,L,0.125,-0.8125,0.34375,-6.0
1075,NH,1.375,0.9375,D,D,W,W,D,W,0.0625,-0.59375,-0.15625,4.0
1076,NH,0.59375,1.6875,L,L,L,W,W,L,-0.96875,0.8125,-0.28125,11.0
1077,H,1.34375,1.09375,L,L,L,W,L,W,-0.03125,-0.4375,-0.15625,-9.0
1078,H,1.5625,1.90625,L,D,D,W,W,L,0.09375,0.59375,-0.21875,11.0
1079,NH,1.1875,1.4375,L,D,W,L,W,W,-0.15625,0.03125,-0.125,3.0
1080,H,1.0606060606060606,0.5757575757575758,L,W,L,L,L,L,-0.45454545454545453,-0.9696969696969697,0.2727272727272727,1.0
1081,H,1.4848484848484849,1.393939393939394,W,L,W,L,D,L,0.15151515151515152,-0.12121212121212122,0.24242424242424243,-4.0
1082,H,1.7272727272727273,1.0606060606060606,W,W,W,W,W,W,0.8181818181818182,-0.3333333333333333,-0.030303030303030304,-10.0
1083,NH,1.121212121212121,1.393939393939394,W,L,L,W,L,L,-0.06060606060606061,0.0,-0.030303030303030304,-4.0
1084,H,1.5757575757575757,1.1515151515151516,L,W,W,L,L,D,0.36363636363636365,-0.2727272727272727,0.12121212121212122,-11.0
1085,NH,1.2424242424242424,1.3636363636363635,L,L,W,W,D,W,-0.3333333333333333,0.21212121212121213,-0.24242424242424243,6.0
1086,NH,1.8484848484848484,2.0303030303030303,L,W,W,W,W,W,0.5454545454545454,0.8484848484848485,-0.12121212121212122,1.0
1087,NH,0.6363636363636364,1.606060606060606,L,L,L,W,L,D,-0.8787878787878788,0.12121212121212122,-0.24242424242424243,3.0
1088,NH,0.9393939393939394,1.121212121212121,D,W,D,D,D,L,-0.5757575757575758,-0.12121212121212122,0.2727272727272727,-1.0
1089,NH,2.0303030303030303,2.0303030303030303,D,W,L,W,W,W,1.0,0.8484848484848485,-0.09090909090909091,-2.0
1090,NH,1.3823529411764706,1.2352941176470589,D,W,L,D,L,L,0.0,-0.3235294117647059,0.0,-9.0
1091,H,1.1176470588235294,1.7647058823529411,D,D,D,W,W,W,-0.11764705882352941,0.8235294117647058,-0.2647058823529412,2.0
1092,H,1.0294117647058822,0.9411764705882353,L,W,W,D,D,W,-0.35294117647058826,-0.5588235294117647,0.0,9.0
1093,NH,1.3529411764705883,1.1176470588235294,L,L,D,W,L,W,-0.14705882352941177,-0.38235294117647056,-0.23529411764705882,-4.0
1094,NH,1.6470588235294117,1.6176470588235294,W,W,L,W,L,W,0.14705882352941177,0.4117647058823529,-0.11764705882352941,13.0
1095,H,1.1176470588235294,1.7941176470588236,L,L,L,L,L,W,-0.3235294117647059,0.4117647058823529,-0.058823529411764705,9.0
1096,H,2.0588235294117645,1.5294117647058822,W,W,W,W,W,L,0.9411764705882353,0.17647058823529413,0.08823529411764706,-7.0
1097,NH,1.3529411764705883,2.0,D,W,D,D,D,W,0.20588235294117646,0.9705882352941176,0.08823529411764706,11.0
1098,H,1.411764705882353,1.1176470588235294,W,D,D,D,W,L,0.08823529411764706,-0.058823529411764705,0.14705882352941177,6.0
1099,NH,0.5588235294117647,0.6176470588235294,L,L,L,L,L,L,-1.0,-0.8823529411764706,0.0,-1.0
1100,H,1.1714285714285715,1.3714285714285714,W,W,L,L,W,D,-0.3142857142857143,0.05714285714285714,0.08571428571428572,7.0
1101,NH,1.4857142857142858,1.0857142857142856,L,W,W,W,L,W,0.11428571428571428,-0.3142857142857143,-0.08571428571428572,-6.0
1102,H,1.7142857142857142,1.6,L,W,W,L,W,W,0.7714285714285715,0.11428571428571428,0.14285714285714285,-9.0
1103,H,1.6571428571428573,1.3142857142857143,W,W,L,L,L,L,0.42857142857142855,-0.2,0.3142857142857143,-12.0
1104,H,1.2857142857142858,0.5428571428571428,W,D,L,L,L,L,-0.2571428571428571,-1.0,0.2,1.0
1105,NH,1.7428571428571429,1.1714285714285715,L,L,L,W,D,D,0.37142857142857144,-0.08571428571428572,0.0,-4.0
1106,NH,0.6857142857142857,1.3428571428571427,W,L,L,L,D,W,-0.8285714285714286,-0.05714285714285714,-0.02857142857142857,9.0
1107,H,0.9142857142857143,1.3142857142857143,L,D,D,L,D,W,-0.5714285714285714,0.14285714285714285,-0.05714285714285714,-5.0
1108,H,1.0857142857142856,1.1714285714285715,L,D,W,W,L,L,-0.08571428571428572,-0.2857142857142857,0.0,-8.0
1109,H,1.1714285714285715,1.3142857142857143,W,W,L,L,D,W,-0.3142857142857143,0.14285714285714285,0.02857142857142857,6.0
1110,NH,1.0833333333333333,2.0,D,W,L,D,W,D,-0.3055555555555556,0.9722222222222222,0.027777777777777776,15.0
1111,H,1.2777777777777777,1.3333333333333333,L,L,L,L,L,W,-0.2222222222222222,0.027777777777777776,-0.1111111111111111,3.0
1112,NH,1.75,1.1388888888888888,W,L,W,L,W,L,0.8333333333333334,-0.3333333333333333,0.25,-7.0
1113,H,1.5555555555555556,1.1666666666666667,L,L,W,D,W,D,0.027777777777777776,-0.08333333333333333,-0.027777777777777776,7.0
1114,NH,1.1388888888888888,1.4722222222222223,W,L,D,D,L,W,-0.027777777777777776,0.1111111111111111,0.0,-5.0
1115,NH,0.5277777777777778,1.7222222222222223,L,L,L,D,L,L,-1.0555555555555556,0.3611111111111111,-0.1111111111111111,13.0
1116,NH,0.6666666666666666,1.6944444444444444,L,W,L,W,W,W,-0.8333333333333334,0.4444444444444444,-0.25,16.0
1117,NH,1.3333333333333333,0.9722222222222222,W,W,D,W,L,D,-0.16666666666666666,-0.5277777777777778,-0.027777777777777776,11.0
1118,NH,1.3888888888888888,2.0555555555555554,W,L,D,W,D,W,-0.027777777777777776,0.9444444444444444,-0.16666666666666666,6.0
1119,H,1.1666666666666667,0.5277777777777778,D,W,D,L,L,L,-0.08333333333333333,-1.0555555555555556,0.19444444444444445,-9.0
1120,NH,1.5135135135135136,0.6486486486486487,W,D,L,L,L,W,0.13513513513513514,-0.972972972972973,0.1891891891891892,-8.0
1121,H,1.135135135135135,1.5945945945945945,D,L,W,W,L,L,-0.32432432432432434,0.05405405405405406,-0.13513513513513514,-2.0
1122,NH,1.7297297297297298,1.2972972972972974,W,W,W,L,W,W,0.5945945945945946,-0.1891891891891892,0.13513513513513514,-16.0
1123,H,2.081081081081081,1.3243243243243243,W,W,D,W,L,L,0.972972972972973,-0.1891891891891892,0.2702702702702703,-11.0
1124,H,1.2432432432432432,1.3513513513513513,L,L,L,L,W,L,0.02702702702702703,-0.08108108108108109,-0.08108108108108109,3.0
1125,H,1.7567567567567568,1.2702702702702702,W,D,L,W,W,W,0.3783783783783784,-0.1891891891891892,-0.21621621621621623,-14.0
1126,NH,1.3243243243243243,1.0810810810810811,D,L,L,D,D,W,0.02702702702702703,-0.2972972972972973,-0.08108108108108109,-5.0
1127,H,1.027027027027027,1.7297297297297298,W,W,L,D,W,L,-0.4864864864864865,0.8108108108108109,-0.05405405405405406,1.0
1128,NH,1.945945945945946,1.1081081081081081,L,D,W,L,W,L,0.918918918918919,-0.05405405405405406,-0.02702702702702703,-4.0
1129,H,1.945945945945946,1.3243243243243243,L,D,W,D,L,L,0.918918918918919,0.02702702702702703,0.02702702702702703,-10.0
1130,NH,1.236842105263158,1.0789473684210527,L,W,W,W,W,W,-0.21052631578947367,-0.4473684210526316,0.05263157894736842,11.0
1131,H,1.0789473684210527,1.2894736842105263,D,D,D,W,L,L,-0.2894736842105263,0.13157894736842105,0.05263157894736842,4.0
1132,NH,1.2894736842105263,1.1842105263157894,L,W,L,W,D,L,-0.2631578947368421,-0.2631578947368421,-0.10526315789473684,1.0
1133,H,1.6842105263157894,1.6842105263157894,L,D,W,L,W,W,0.7631578947368421,0.5526315789473685,-0.13157894736842105,4.0
1134,NH,1.5526315789473684,2.1052631578947367,L,W,L,W,W,W,0.0,1.0263157894736843,-0.18421052631578946,12.0
1135,H,1.1578947368421053,1.1842105263157894,W,L,W,W,L,D,-0.02631578947368421,-0.07894736842105263,-0.02631578947368421,-3.0
1136,NH,1.3421052631578947,1.2894736842105263,W,L,W,L,D,L,-0.15789473684210525,-0.10526315789473684,0.15789473684210525,7.0
1137,NH,0.5,1.9736842105263157,L,L,L,W,L,D,-1.0526315789473684,1.0263157894736843,-0.21052631578947367,16.0
1138,NH,1.3157894736842106,1.5,L,L,W,D,W,D,-0.18421052631578946,0.13157894736842105,-0.10526315789473684,-1.0
1139,NH,0.6578947368421053,1.7894736842105263,D,L,L,W,W,D,-0.9473684210526315,0.39473684210526316,-0.07894736842105263,14.0
1140,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-5.0
1141,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,3.0
1142,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-12.0
1143,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,3.0
1144,NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,10.0
1145,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-16.0
1146,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,2.0
1147,NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,3.0
1148,NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,12.0
1149,NH,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,1.0
1150,NH,0.0,1.5,L,M,M,W,M,M,-2.0,2.0,-1.5,11.0
1151,H,1.5,0.5,W,M,M,D,M,M,0.5,0.0,1.0,-14.0
1152,H,0.0,1.5,L,M,M,W,M,M,-0.5,0.5,-1.5,-7.0
1153,NH,1.5,1.5,W,M,M,W,M,M,1.5,0.5,0.0,-9.0
1154,NH,0.5,1.5,D,M,M,W,M,M,0.0,2.0,-1.0,2.0
1155,NH,0.5,1.5,D,M,M,W,M,M,0.0,0.5,-1.0,-5.0
1156,H,0.0,0.5,L,M,M,D,M,M,-0.5,0.0,-0.5,-5.0
1157,NH,0.0,0.0,L,M,M,L,M,M,-2.0,-1.5,0.0,6.0
1158,NH,0.0,0.0,L,M,M,L,M,M,-0.5,-0.5,0.0,11.0
1159,NH,0.0,1.5,L,M,M,W,M,M,-0.5,0.5,-1.5,9.0
1160,NH,1.3333333333333333,1.3333333333333333,D,W,M,D,W,M,1.3333333333333333,1.0,0.0,-3.0
1161,NH,1.0,1.0,W,L,M,W,L,M,0.3333333333333333,0.3333333333333333,0.0,5.0
1162,NH,0.3333333333333333,0.6666666666666666,L,D,M,D,D,M,-0.3333333333333333,0.0,-0.3333333333333333,7.0
1163,NH,0.3333333333333333,0.0,L,D,M,L,L,M,-0.3333333333333333,-1.6666666666666667,0.3333333333333333,7.0
1164,H,1.3333333333333333,0.3333333333333333,D,W,M,D,L,M,0.3333333333333333,-1.3333333333333333,1.0,1.0
1165,H,2.0,0.3333333333333333,W,W,M,D,L,M,1.6666666666666667,-0.3333333333333333,1.6666666666666667,-14.0
